;Date received;Product;Sub-product;Company;State;Submitted via;Timely response?;Consumer disputed?
253427;06/18/2015;Debt collection;Other (i.e. phone, health club, etc.);Bonneville Billing and Collections;UT;Web;Yes;No
253505;07/20/2015;Debt collection;Other (i.e. phone, health club, etc.);National Credit Systems,Inc.;OH;Web;Yes;Yes
253601;06/25/2015;Debt collection;Other (i.e. phone, health club, etc.);Contract Callers, Inc.;MS;Web;Yes;No
253704;07/08/2015;Debt collection;Other (i.e. phone, health club, etc.);Contract Callers, Inc.;OH;Web;Yes;No
253858;07/01/2015;Debt collection;Other (i.e. phone, health club, etc.);CL Holdings, LLC;MO;Web;Yes;No
254035;06/18/2015;Debt collection;Medical;Grant & Weber;CA;Web;Yes;No
254124;07/24/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;GA;Web;Yes;Yes
254181;07/08/2015;Debt collection;I do not know;Focus Holding Company;NC;Web;Yes;No
254229;06/25/2015;Debt collection;Payday loan;Cottonwood Financial Ltd.;TX;Web;Yes;No
254331;06/25/2015;Debt collection;Other (i.e. phone, health club, etc.);CCS Financial Services, Inc.;TX;Web;Yes;No
254585;07/14/2015;Debt collection;I do not know;Penn Credit Corporation;DC;Web;Yes;No
254608;06/12/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;NV;Web;Yes;Yes
254646;06/18/2015;Debt collection;Other (i.e. phone, health club, etc.);PayPal Holdings, Inc.;FL;Web;Yes;Yes
255038;06/18/2015;Debt collection;Auto;Roquemore Holdings LLC;NC;Web;Yes;No
255043;07/24/2015;Debt collection;Credit card;Capital Management Services, LP;RI;Web;Yes;No
255175;07/20/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;OH;Web;Yes;No
255306;07/24/2015;Debt collection;Other (i.e. phone, health club, etc.);World Acceptance Corporation;LA;Web;Yes;No
255585;07/24/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;WV;Web;Yes;No
255595;07/24/2015;Debt collection;Medical;HCFS Health Care Financial Services, Inc.;DE;Web;Yes;No
255748;07/24/2015;Debt collection;Other (i.e. phone, health club, etc.);Colony Brands, Inc.;AZ;Web;Yes;No
255789;07/14/2015;Payday loan;Payday loan;BlueChip Financial;CA;Web;Yes;Yes
255821;06/25/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;NJ;Web;Yes;Yes
256214;07/15/2015;Debt collection;I do not know;Allied Interstate LLC;OH;Web;Yes;No
256243;06/19/2015;Payday loan;Payday loan;CashCall, Inc.;IN;Web;Yes;No
256319;07/15/2015;Debt collection;I do not know;Allied Interstate LLC;NV;Web;Yes;No
256342;07/08/2015;Debt collection;I do not know;Stellar Recovery Inc.;FL;Web;Yes;No
256445;07/25/2015;Debt collection;I do not know;Aargon Agency, Inc.;NV;Web;Yes;No
256499;07/25/2015;Debt collection;I do not know;Allied Interstate LLC;NJ;Web;Yes;No
256532;07/20/2015;Debt collection;I do not know;Direct Capital;CA;Web;Yes;No
256584;07/25/2015;Debt collection;Other (i.e. phone, health club, etc.);Penn Credit Corporation;MO;Web;Yes;No
256800;07/26/2015;Debt collection;I do not know;Johnson Mark LLC;UT;Web;Yes;No
257088;07/26/2015;Debt collection;Mortgage;National Credit Systems,Inc.;TX;Web;Yes;No
257157;07/27/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;AL;Web;Yes;No
257160;07/27/2015;Debt collection;Medical;CMRE Financial Services, Inc.;OK;Web;Yes;Yes
257162;07/08/2015;Debt collection;Payday loan;American Credit Resolution, Incorporated;TX;Web;Yes;No
257447;07/15/2015;Debt collection;I do not know;Navy FCU;CO;Web;Yes;Yes
257457;07/27/2015;Debt collection;Other (i.e. phone, health club, etc.);Receivables Performance Management LLC;ME;Web;Yes;Yes
257611;08/02/2015;Debt collection;I do not know;CCS Financial Services, Inc.;OH;Web;Yes;No
257612;08/02/2015;Debt collection;Other (i.e. phone, health club, etc.);CL Holdings, LLC;IA;Web;Yes;No
257749;07/21/2015;Student loan;Non-federal student loan;Sallie Mae;AE;Web;Yes;No
257865;07/15/2015;Payday loan;Payday loan;Enova International, Inc.;TN;Web;Yes;Yes
258074;08/03/2015;Debt collection;I do not know;CL Holdings, LLC;OH;Web;Yes;No
258121;07/15/2015;Debt collection;I do not know;Allied Interstate LLC;VA;Web;Yes;No
258161;07/09/2015;Debt collection;I do not know;Gatestone & Co. International Inc.;TX;Web;Yes;No
258250;07/09/2015;Student loan;Non-federal student loan;Genesis Lending;CA;Web;Yes;No
258337;08/03/2015;Debt collection;I do not know;SquareTwo Financial Corporation;MI;Web;Yes;No
258342;07/09/2015;Payday loan;Payday loan;Enova International, Inc.;VA;Web;Yes;No
258382;07/15/2015;Debt collection;Non-federal student loan;FirstSource Advantage, LLC;VA;Web;Yes;No
258453;08/07/2015;Debt collection;Other (i.e. phone, health club, etc.);The CMI Group, Inc.;VA;Web;Yes;No
258559;08/07/2015;Debt collection;Credit card;Forster & Garbus LLP;NY;Web;Yes;No
258648;08/13/2015;Debt collection;I do not know;Radius Global Solutions LLC;FL;Web;Yes;No
258684;07/15/2015;Debt collection;I do not know;Focus Holding Company;OH;Web;No;No
258848;08/07/2015;Debt collection;Medical;Phoenix Financial Services LLC;TX;Web;Yes;No
259054;08/03/2015;Student loan;Non-federal student loan;Campus Student Funding, LLC;NV;Web;No;No
259149;08/03/2015;Debt collection;Federal student loan;Windham Professionals;NJ;Web;Yes;No
259234;07/09/2015;Debt collection;Other (i.e. phone, health club, etc.);CCS Financial Services, Inc.;FL;Web;Yes;No
259264;07/27/2015;Debt collection;Medical;Medical Data Systems, Inc.;VA;Web;Yes;No
259286;08/13/2015;Debt collection;Medical;JP Recovery Services, Inc.;OH;Web;Yes;Yes
259333;07/09/2015;Debt collection;Medical;WAKEFIELD & ASSOCIATES, INC.;MO;Web;Yes;No
259336;08/13/2015;Debt collection;Other (i.e. phone, health club, etc.);Alpha Recovery Corp;MD;Web;Yes;No
259809;08/14/2015;Debt collection;Credit card;Wells Fargo & Company;IL;Web;Yes;No
259915;08/14/2015;Debt collection;Auto;Mendelson Law Firm;TN;Web;Yes;No
259987;08/14/2015;Debt collection;Medical;Retrieval-Masters Creditors Bureau, Inc.;MS;Web;Yes;No
260028;08/07/2015;Debt collection;Credit card;Rausch, Sturm, Israel, Enerson & Hornik, LLC;OK;Web;Yes;No
260037;08/14/2015;Debt collection;Other (i.e. phone, health club, etc.);Caine & Weiner Co. Inc.;OK;Web;Yes;No
260039;08/07/2015;Debt collection;Credit card;Bank of America;OK;Web;Yes;No
260138;07/21/2015;Debt collection;I do not know;AmeriCollect;WI;Web;Yes;No
260325;07/09/2015;Debt collection;Payday loan;ATG Credit, LLC;CA;Web;Yes;No
260378;07/21/2015;Debt collection;I do not know;Coastal Financial Solutions, LLC;AZ;Web;Yes;No
260463;08/03/2015;Debt collection;Auto;Zarzaur and Schwartz, PC;AL;Web;Yes;No
260531;07/27/2015;Debt collection;Credit card;Bank of America;GA;Web;Yes;No
260553;07/27/2015;Debt collection;Medical;HCFS Health Care Financial Services, Inc.;FL;Web;Yes;No
260644;08/03/2015;Debt collection;Medical;Commonwealth Financial Systems, Inc.;TX;Web;Yes;No
260654;07/09/2015;Debt collection;Other (i.e. phone, health club, etc.);The CMI Group, Inc.;DC;Web;Yes;No
260659;08/20/2015;Debt collection;Credit card;Bank of America;CA;Web;Yes;No
260707;07/09/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;CA;Web;Yes;No
260719;07/28/2015;Debt collection;Other (i.e. phone, health club, etc.);I.Q. Data International, Inc.;CT;Web;Yes;No
261089;07/28/2015;Debt collection;I do not know;Allied Interstate LLC;CA;Web;Yes;No
261226;08/20/2015;Debt collection;Other (i.e. phone, health club, etc.);National Credit Systems,Inc.;ID;Web;Yes;No
261292;07/16/2015;Debt collection;Other (i.e. phone, health club, etc.);CL Holdings, LLC;GA;Web;Yes;No
261388;08/08/2015;Debt collection;Other (i.e. phone, health club, etc.);Southwest Credit Systems, L.P.;PA;Web;Yes;No
261488;07/28/2015;Debt collection;Payday loan;Solidus Group LLC.;VA;Web;No;Yes
261676;08/03/2015;Debt collection;Medical;Capital Accounts, LLC;PA;Web;Yes;Yes
262032;07/22/2015;Debt collection;Other (i.e. phone, health club, etc.);GreenSky Trade Credit, LLC;GA;Web;Yes;Yes
262034;07/22/2015;Debt collection;Other (i.e. phone, health club, etc.);First Federal Credit Control;GA;Web;Yes;No
262068;08/08/2015;Debt collection;Medical;Escallate, LLC;NY;Web;Yes;Yes
262111;08/03/2015;Debt collection;Medical;Allied Collection Services, Inc. (Nevada);NV;Web;Yes;No
262185;08/20/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;MD;Web;Yes;No
262247;08/08/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;GA;Web;Yes;No
262321;08/09/2015;Debt collection;I do not know;Radius Global Solutions LLC;HI;Web;Yes;No
262331;08/03/2015;Debt collection;Other (i.e. phone, health club, etc.);Source Receivables Management LLC;IL;Web;Yes;No
262474;07/09/2015;Debt collection;I do not know;Allied Interstate LLC;NY;Web;Yes;No
262584;08/14/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;VT;Web;Yes;Yes
262743;08/20/2015;Debt collection;Payday loan;Advance America, Cash Advance Centers, Inc.;TX;Web;Yes;No
262856;08/09/2015;Student loan;Non-federal student loan;Allied Interstate LLC;FL;Web;Yes;No
263196;08/14/2015;Debt collection;Other (i.e. phone, health club, etc.);Stellar Recovery Inc.;AZ;Web;Yes;No
263345;08/14/2015;Debt collection;Other (i.e. phone, health club, etc.);Credit Adjustment, Inc;AZ;Web;Yes;No
263562;07/16/2015;Debt collection;Mortgage;Bank of America;MD;Web;Yes;Yes
263805;07/28/2015;Debt collection;Medical;Commonwealth Financial Systems, Inc.;WI;Web;Yes;No
263824;07/28/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;CO;Web;Yes;No
263919;07/22/2015;Debt collection;Payday loan;CashCall, Inc.;OK;Web;Yes;No
264056;07/22/2015;Debt collection;Medical;Commonwealth Financial Systems, Inc.;WI;Web;Yes;Yes
264204;07/22/2015;Debt collection;Other (i.e. phone, health club, etc.);National Credit Systems,Inc.;TN;Web;Yes;Yes
264283;08/10/2015;Debt collection;I do not know;Accounts Research, Inc.;TN;Web;Yes;No
264289;07/16/2015;Debt collection;Other (i.e. phone, health club, etc.);Southwest Credit Systems, L.P.;MA;Web;No;No
264333;07/22/2015;Debt collection;Federal student loan;Account Control Technology, Inc.;VA;Web;Yes;No
264406;08/04/2015;Debt collection;Other (i.e. phone, health club, etc.);Law Offices of Robert J. Colclough, III;CA;Web;Yes;No
264665;08/15/2015;Debt collection;Other (i.e. phone, health club, etc.);Receivables Performance Management LLC;GA;Web;No;No
264685;07/22/2015;Debt collection;Credit card;Citibank;OK;Web;Yes;Yes
264699;07/17/2015;Debt collection;I do not know;CCS Financial Services, Inc.;MA;Web;Yes;No
264722;07/17/2015;Payday loan;Payday loan;BlueChip Financial;CA;Web;Yes;Yes
264919;08/15/2015;Debt collection;I do not know;Citibank;TX;Web;Yes;No
264985;08/15/2015;Debt collection;Other (i.e. phone, health club, etc.);FAIR COLLECTIONS & OUTSOURCING, INC.;CA;Web;Yes;No
265058;08/10/2015;Debt collection;Medical;Professional Service Bureau;FL;Web;Yes;No
265106;08/16/2015;Student loan;Non-federal student loan;Solomon and Solomon, P.C.;CT;Web;Yes;No
265128;07/22/2015;Debt collection;Medical;Armada Corp.;NV;Web;Yes;No
265204;07/28/2015;Payday loan;Payday loan;Bliksum, LLC;CA;Web;Yes;No
265224;08/10/2015;Debt collection;Other (i.e. phone, health club, etc.);Universal Account Servicing, LLC;TX;Web;Yes;No
265266;08/16/2015;Debt collection;Medical;Express Recovery Services, Inc.;UT;Web;Yes;Yes
265354;08/04/2015;Debt collection;I do not know;Focus Holding Company;OH;Web;Yes;No
265359;07/28/2015;Payday loan;Payday loan;Cottonwood Financial Ltd.;TX;Web;Yes;No
265463;08/21/2015;Debt collection;Mortgage;Dyck-O'Neal, Inc.;FL;Web;Yes;No
265464;08/10/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;CA;Web;Yes;No
266066;08/10/2015;Debt collection;Credit card;Frederick J. Hanna & Associates, P.C.;GA;Web;Yes;No
266271;07/29/2015;Debt collection;Other (i.e. phone, health club, etc.);Hunter Warfield, Inc.;GA;Web;Yes;Yes
266324;08/22/2015;Debt collection;I do not know;SquareTwo Financial Corporation;NC;Web;Yes;No
266326;08/17/2015;Debt collection;Other (i.e. phone, health club, etc.);Sunrise Credit Services Inc.;PA;Web;Yes;No
266337;07/22/2015;Debt collection;Other (i.e. phone, health club, etc.);Southwest Credit Systems, L.P.;AL;Web;Yes;Yes
266517;07/22/2015;Debt collection;Medical;The CMI Group, Inc.;TX;Web;Yes;No
266556;08/22/2015;Debt collection;Credit card;Atlanticus Services Corporation;LA;Web;Yes;Yes
266832;08/23/2015;Debt collection;Credit card;Wells Fargo & Company;TX;Web;No;No
266946;08/23/2015;Debt collection;Credit card;Selip & Stylianou, LLP;NY;Web;Yes;Yes
266947;07/23/2015;Debt collection;Credit card;First National Collection Bureau, Inc.;MN;Web;Yes;No
267174;08/17/2015;Student loan;Non-federal student loan;Sallie Mae;PA;Web;Yes;Yes
267321;08/23/2015;Debt collection;Medical;Commonwealth Financial Systems, Inc.;GA;Web;Yes;Yes
267360;08/11/2015;Debt collection;Other (i.e. phone, health club, etc.);Linebarger Goggan Blair & Sampson, LLP;AL;Web;Yes;No
267607;08/11/2015;Debt collection;Medical;Collection Resources, Inc.;TX;Web;No;No
267698;07/29/2015;Debt collection;Other (i.e. phone, health club, etc.);Linebarger Goggan Blair & Sampson, LLP;OH;Web;Yes;No
267701;08/24/2015;Debt collection;Other (i.e. phone, health club, etc.);American Profit Recovery, Inc;ME;Web;Yes;No
267920;07/23/2015;Debt collection;I do not know;Nationwide Credit Corporation;VA;Web;Yes;No
267932;08/11/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;FL;Web;Yes;No
267970;08/17/2015;Debt collection;Other (i.e. phone, health club, etc.);Stellar Recovery Inc.;WA;Web;Yes;No
267991;08/17/2015;Debt collection;Credit card;U.S. Bancorp;LA;Web;Yes;No
268036;08/27/2015;Debt collection;Medical;TH Professional & Medical Collections LTD;IL;Web;Yes;Yes
268518;08/05/2015;Debt collection;Credit card;USAA Savings;AZ;Web;Yes;No
268623;08/28/2015;Debt collection;I do not know;Hunter Warfield, Inc.;FL;Web;Yes;Yes
268830;08/24/2015;Debt collection;I do not know;SunTrust Banks, Inc.;NC;Web;Yes;Yes
268993;08/17/2015;Debt collection;Other (i.e. phone, health club, etc.);Unique Management Services, Inc;PA;Web;Yes;No
269023;08/28/2015;Debt collection;I do not know;Trademark Management Solutions, LLC.;TX;Web;Yes;No
269213;08/28/2015;Debt collection;Other (i.e. phone, health club, etc.);Simonâs Agency, Inc;NY;Web;No;No
269228;08/28/2015;Debt collection;Credit card;Citibank;NY;Web;Yes;No
269317;07/23/2015;Debt collection;Other (i.e. phone, health club, etc.);I.Q. Data International, Inc.;NC;Web;Yes;Yes
269354;08/05/2015;Debt collection;Medical;Aargon Agency, Inc.;CA;Web;Yes;Yes
269412;07/29/2015;Payday loan;Payday loan;LDF Holdings, LLC;MN;Web;Yes;No
269506;07/29/2015;Payday loan;Payday loan;LDF Holdings, LLC;MN;Web;Yes;No
269554;07/29/2015;Debt collection;Credit card;First National Collection Bureau, Inc.;KS;Web;Yes;No
269688;08/05/2015;Debt collection;Medical;American Collections Enterprise, Inc.;MD;Web;Yes;Yes
269888;07/23/2015;Debt collection;I do not know;Stellar Recovery Inc.;MI;Web;Yes;No
269893;08/05/2015;Debt collection;Medical;CMRE Financial Services, Inc.;CA;Web;Yes;No
270134;08/24/2015;Debt collection;Mortgage;Wells Fargo & Company;MD;Web;Yes;No
270137;08/28/2015;Debt collection;I do not know;Lien Enforcement Inc;CA;Web;Yes;No
270167;07/23/2015;Student loan;Non-federal student loan;Citibank;TX;Web;Yes;No
270434;07/23/2015;Debt collection;I do not know;Commonwealth Financial Systems, Inc.;RI;Web;Yes;No
270618;07/23/2015;Debt collection;I do not know;NCC Business Services, Inc.;CA;Web;Yes;No
270717;08/05/2015;Debt collection;I do not know;Southwest Credit Systems, L.P.;MO;Web;Yes;No
271220;08/05/2015;Debt collection;Other (i.e. phone, health club, etc.);Radius Global Solutions LLC;AZ;Web;Yes;No
271429;07/23/2015;Debt collection;Medical;Capital Accounts, LLC;MD;Web;Yes;No
271486;08/24/2015;Debt collection;I do not know;Penn Credit Corporation;FL;Web;Yes;No
271509;08/24/2015;Debt collection;Medical;Grant & Weber;CA;Web;Yes;No
271669;08/25/2015;Debt collection;Mortgage;Flagstar Bank;AZ;Web;Yes;No
271679;08/18/2015;Debt collection;Mortgage;Bank of America;AZ;Web;Yes;Yes
271711;08/11/2015;Debt collection;I do not know;Aargon Agency, Inc.;VA;Web;Yes;No
271761;08/18/2015;Debt collection;Medical;NRA Group, LLC;MA;Web;Yes;No
272117;08/28/2015;Debt collection;Credit card;Nathan & Nathan, P.C.;AL;Web;Yes;No
272347;08/18/2015;Debt collection;Credit card;Javitch, Block & Rathbone LLC;CA;Web;Yes;Yes
272590;08/29/2015;Student loan;Non-federal student loan;Genesis Lending;NV;Web;Yes;Yes
272611;08/06/2015;Debt collection;Credit card;Sterling Jewelers Inc.;OH;Web;Yes;No
272768;08/25/2015;Debt collection;Other (i.e. phone, health club, etc.);Penn Credit Corporation;FL;Web;Yes;No
273181;07/24/2015;Debt collection;Credit card;Blatt, Hasenmiller, Leibsker & Moore, LLC;MI;Web;Yes;Yes
273638;09/05/2015;Debt collection;Federal student loan;Allied Interstate LLC;AZ;Web;Yes;No
273691;09/05/2015;Debt collection;Other (i.e. phone, health club, etc.);NRA Group, LLC;NC;Web;No;No
273925;08/12/2015;Debt collection;Medical;Radius Global Solutions LLC;MD;Web;Yes;No
274020;08/12/2015;Debt collection;Credit card;Citibank;NY;Web;Yes;No
274110;09/06/2015;Payday loan;Payday loan;Enova International, Inc.;OH;Web;Yes;No
274377;08/12/2015;Debt collection;I do not know;Allied Interstate LLC;IN;Web;Yes;No
274395;08/12/2015;Debt collection;I do not know;Lustig, Glaser & Wilson, P.C.;MA;Web;Yes;No
274665;09/07/2015;Debt collection;Federal student loan;Windham Professionals;DE;Web;Yes;No
274709;08/25/2015;Payday loan;Payday loan;GVA Holdings, LLC;PA;Web;Yes;No
274884;09/08/2015;Debt collection;Other (i.e. phone, health club, etc.);Amsher Collection Services, Inc.;IN;Web;Yes;No
274892;08/18/2015;Debt collection;Mortgage;Ditech Financial LLC;TX;Web;Yes;No
274939;08/18/2015;Debt collection;Medical;HCFS Health Care Financial Services, Inc.;OH;Web;Yes;No
275301;07/30/2015;Debt collection;Credit card;Consumer Asset Management (Texas);TN;Web;Yes;No
275489;08/19/2015;Debt collection;I do not know;SCV Inc.;OK;Web;Yes;No
275531;09/08/2015;Student loan;Non-federal student loan;The Regional Adjustment Bureau, Incorporated;CT;Web;Yes;No
275612;07/31/2015;Debt collection;Other (i.e. phone, health club, etc.);Financial Credit Network Inc;ID;Web;Yes;No
275729;07/31/2015;Debt collection;Medical;Experian;CA;Web;Yes;No
275739;07/31/2015;Debt collection;Medical;Grant & Weber;CA;Web;Yes;Yes
275772;09/08/2015;Debt collection;Medical;AmeriCollect;WI;Web;Yes;Yes
275828;09/08/2015;Debt collection;Credit card;Forster & Garbus LLP;NY;Web;Yes;No
275859;07/31/2015;Debt collection;Credit card;Sterling Jewelers Inc.;VA;Web;Yes;No
276069;08/06/2015;Debt collection;Credit card;Citibank;NJ;Web;Yes;Yes
276089;07/31/2015;Debt collection;Medical;Collection Services, Inc.;FL;Web;Yes;No
276366;07/31/2015;Debt collection;Other (i.e. phone, health club, etc.);Revenue Systems, Inc.;FL;Web;Yes;No
276449;08/19/2015;Debt collection;Credit card;Solomon and Solomon, P.C.;MA;Web;Yes;Yes
276992;07/31/2015;Debt collection;Other (i.e. phone, health club, etc.);Radius Global Solutions LLC;AZ;Web;Yes;No
277036;08/12/2015;Debt collection;I do not know;Focus Holding Company;NC;Web;Yes;No
277429;08/01/2015;Debt collection;Credit card;Professional Finance Company, Inc.;TX;Web;Yes;No
277459;08/01/2015;Debt collection;Medical;CMRE Financial Services, Inc.;CA;Web;No;Yes
277565;09/15/2015;Debt collection;Credit card;Citibank;VA;Web;Yes;No
277715;09/01/2015;Debt collection;Other (i.e. phone, health club, etc.);Kenneth E. Davidson, Attorney;CO;Web;Yes;No
277745;09/01/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;PA;Web;Yes;No
277957;09/01/2015;Debt collection;I do not know;Penn Credit Corporation;PA;Web;Yes;No
278175;08/19/2015;Debt collection;Credit card;ERC;NJ;Web;Yes;No
278239;09/08/2015;Debt collection;Medical;AR Solutions Inc;IA;Web;Yes;No
278247;08/13/2015;Debt collection;Credit card;Messerli & Kramer P.A.;MN;Web;Yes;No
278346;08/13/2015;Debt collection;Other (i.e. phone, health club, etc.);Linebarger Goggan Blair & Sampson, LLP;TX;Web;Yes;No
278602;09/09/2015;Student loan;Non-federal student loan;Wells Fargo & Company;PA;Web;Yes;No
279368;08/06/2015;Debt collection;Other (i.e. phone, health club, etc.);Sterling Jewelers Inc.;TX;Web;Yes;No
279554;09/01/2015;Debt collection;Medical;Credit Bureau of Twin Falls Inc;ID;Web;Yes;No
279560;08/19/2015;Debt collection;Other (i.e. phone, health club, etc.);I.Q. Data International, Inc.;NV;Web;Yes;No
279628;09/16/2015;Debt collection;I do not know;Focus Holding Company;CA;Web;Yes;No
279978;09/09/2015;Debt collection;Medical;Financial Business and Consumer Solutions.;CA;Web;Yes;No
280087;09/01/2015;Debt collection;Credit card;Nationwide Debt Management Solutions, LLC;LA;Web;Yes;No
280505;08/13/2015;Debt collection;Medical;Commonwealth Financial Systems, Inc.;MD;Web;Yes;Yes
280543;08/07/2015;Debt collection;Other (i.e. phone, health club, etc.);Credit Protection Association, L.P.;TX;Web;Yes;No
280955;09/16/2015;Debt collection;Other (i.e. phone, health club, etc.);Ray Klein, Inc.;CA;Web;Yes;No
281105;09/01/2015;Debt collection;Other (i.e. phone, health club, etc.);Wells Fargo & Company;HI;Web;Yes;No
281502;09/09/2015;Debt collection;Credit card;Bank of America;NY;Web;Yes;No
281563;08/26/2015;Debt collection;I do not know;Commonwealth Financial Systems, Inc.;TX;Web;Yes;No
281669;09/16/2015;Debt collection;Medical;Medical Society Business Services, Inc.;AZ;Web;Yes;No
282008;09/16/2015;Debt collection;Other (i.e. phone, health club, etc.);MRS BPO, L.L.C.;TX;Web;Yes;No
282204;09/17/2015;Payday loan;Payday loan;Advance America, Cash Advance Centers, Inc.;IN;Web;Yes;No
282293;09/02/2015;Debt collection;I do not know;Professional Receivables Network;GA;Web;Yes;No
282424;09/30/2015;Debt collection;Medical;Credit Bureau of San Luis Obispo & Santa Barbara Counties;CA;Web;Yes;No
282460;10/07/2015;Debt collection;I do not know;Harris & Harris, Ltd.;CA;Web;Yes;No
282580;09/24/2015;Debt collection;I do not know;Penn Credit Corporation;NC;Web;Yes;No
282687;09/10/2015;Debt collection;Other (i.e. phone, health club, etc.);Aargon Agency, Inc.;GA;Web;Yes;No
282847;09/10/2015;Debt collection;Credit card;CashCall, Inc.;CO;Web;Yes;No
283229;09/17/2015;Debt collection;Other (i.e. phone, health club, etc.);Hunter Warfield, Inc.;VA;Web;Yes;No
283289;09/17/2015;Debt collection;Payday loan;CashCall, Inc.;NJ;Web;Yes;No
283372;09/02/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;WI;Web;Yes;No
283374;10/07/2015;Debt collection;Other (i.e. phone, health club, etc.);Hunter Warfield, Inc.;AZ;Web;Yes;Yes
283417;09/10/2015;Debt collection;I do not know;Sterling Jewelers Inc.;TN;Web;Yes;No
283440;09/17/2015;Debt collection;Other (i.e. phone, health club, etc.);Aargon Agency, Inc.;FL;Web;Yes;No
283450;10/08/2015;Debt collection;I do not know;Continental Finance Company, LLC;NY;Web;Yes;Yes
283634;10/08/2015;Debt collection;Medical;Avadyne Health Holdings, Inc;IL;Web;Yes;No
283638;09/24/2015;Debt collection;Other (i.e. phone, health club, etc.);ERC;PA;Web;Yes;No
283703;10/08/2015;Debt collection;Medical;Receivable Management Group, Inc. (GA);GA;Web;Yes;No
283890;09/17/2015;Debt collection;I do not know;MRS BPO, L.L.C.;WV;Web;Yes;No
283963;09/02/2015;Debt collection;I do not know;Commonwealth Financial Systems, Inc.;GA;Web;Yes;Yes
284025;09/17/2015;Debt collection;Other (i.e. phone, health club, etc.);National Credit Systems,Inc.;TN;Web;Yes;No
284483;08/27/2015;Debt collection;Medical;ProCollect, Inc;TX;Web;Yes;No
285035;09/10/2015;Debt collection;Medical;Penn Credit Corporation;IL;Web;Yes;No
285295;08/27/2015;Debt collection;Medical;Med-1 Solutions, LLC;IN;Web;Yes;No
285336;08/27/2015;Debt collection;Other (i.e. phone, health club, etc.);Focus Holding Company;TN;Web;Yes;No
285691;09/02/2015;Student loan;Non-federal student loan;Sallie Mae;ID;Web;Yes;Yes
285873;10/15/2015;Debt collection;Auto;Byrider Franchising, LLC;TX;Web;Yes;No
286011;09/10/2015;Debt collection;Medical;HOVG, LLC;WA;Web;Yes;No
286053;09/24/2015;Debt collection;Credit card;Mary Jane M. Elliott, P.C. Attorneys At Law;MI;Web;Yes;No
286058;08/27/2015;Debt collection;Other (i.e. phone, health club, etc.);Sentry Recovery and Collections, Inc.;OH;Web;Yes;Yes
286224;09/18/2015;Debt collection;Medical;HCFS Health Care Financial Services, Inc.;FL;Web;Yes;No
286239;09/18/2015;Debt collection;Medical;Professional Recovery Management;TN;Web;Yes;No
286256;09/18/2015;Payday loan;Payday loan;Enova International, Inc.;CA;Web;Yes;No
286442;09/10/2015;Debt collection;Auto;Autovest, L.L.C.;TN;Web;Yes;Yes
286500;10/01/2015;Debt collection;Credit card;Sterling Jewelers Inc.;SC;Web;Yes;No
286539;09/03/2015;Debt collection;Medical;Agency of Credit Control;CO;Web;Yes;No
286683;09/10/2015;Debt collection;Credit card;Hunter Warfield, Inc.;CA;Web;Yes;No
286689;09/24/2015;Debt collection;I do not know;Navient Solutions, Inc.;MO;Web;Yes;No
286719;08/27/2015;Debt collection;Medical;Revenue Recovery Corporation;KY;Web;Yes;No
286849;10/02/2015;Debt collection;Federal student loan;Sallie Mae;PA;Web;Yes;No
286950;08/27/2015;Debt collection;Other (i.e. phone, health club, etc.);Credit Protection Association, L.P.;OH;Web;Yes;No
286975;10/02/2015;Debt collection;Auto;Byrider Franchising, LLC;IL;Web;Yes;No
286984;09/25/2015;Debt collection;Medical;Fidelity Capital Holdings, Inc.;CA;Web;Yes;No
287144;09/10/2015;Debt collection;Medical;American Capital Enterprises, Inc.;CA;Web;Yes;No
287270;09/11/2015;Debt collection;Credit card;Atlantic Credit & Finance, Inc.;CA;Web;Yes;No
287271;09/11/2015;Debt collection;Credit card;Citibank;CA;Web;Yes;No
287454;10/15/2015;Debt collection;Medical;Holloway Credit Solutions;FL;Web;Yes;Yes
287457;08/27/2015;Debt collection;I do not know;First Advantage LNS Inc.;NJ;Web;Yes;No
287999;10/16/2015;Debt collection;Credit card;MSW Capital, LLC;OH;Web;Yes;No
288100;10/16/2015;Debt collection;Credit card;Citibank;OR;Web;Yes;No
288122;10/08/2015;Payday loan;Payday loan;Advance America, Cash Advance Centers, Inc.;TX;Web;Yes;No
288193;10/16/2015;Debt collection;Credit card;Stellar Recovery Inc.;FL;Web;No;No
288309;09/25/2015;Debt collection;I do not know;HCFS Health Care Financial Services, Inc.;PA;Web;Yes;No
